epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,1495.82,0.84097,1.56269,0.85636,0.93498,0.62087,0.59508,0.59497,0.40432,0.58084,0.55589,0.54848,0.35764,1.8891,3.78455,2.69549,1.82793,0.000842651,0.000842651,0.000842651
124,1507.34,0.85994,1.55095,0.87409,0.94536,0.53841,0.60069,0.55377,0.36934,0.50419,0.50102,0.47565,0.31233,2.04666,4.16942,2.77775,1.98765,0.000840452,0.000840452,0.000840452
125,1518.47,0.863,1.57951,0.86779,0.95109,0.62603,0.50655,0.58653,0.38786,0.57378,0.45439,0.50921,0.33709,1.85612,3.68211,2.54093,1.7086,0.000838252,0.000838252,0.000838252
126,1529.34,0.84208,1.55981,0.84115,0.95189,0.71784,0.49381,0.56182,0.37541,0.65819,0.45239,0.49262,0.31467,1.95146,3.74254,2.70021,1.80923,0.000836052,0.000836052,0.000836052
127,1540.04,0.85893,1.59673,0.87332,0.94042,0.6569,0.60537,0.62761,0.41495,0.54781,0.52317,0.52659,0.35749,1.84058,3.63302,2.42007,1.75083,0.000833853,0.000833853,0.000833853
128,1550.73,0.80156,1.53122,0.84576,0.93828,0.67796,0.62572,0.6401,0.42255,0.59115,0.55007,0.54377,0.35938,1.75203,3.68423,2.2933,1.69647,0.000831653,0.000831653,0.000831653
129,1562.49,0.85755,1.5409,0.90038,0.95164,0.64445,0.61297,0.62765,0.41,0.56592,0.54892,0.54769,0.35822,1.88468,3.87268,2.64772,1.81408,0.000829454,0.000829454,0.000829454
130,1573.17,0.81894,1.51738,0.84428,0.92251,0.70973,0.60851,0.63048,0.40217,0.64685,0.55296,0.55594,0.33614,1.87442,4.1117,2.62826,1.8026,0.000827254,0.000827254,0.000827254
131,1584.97,0.81934,1.47469,0.82231,0.93446,0.7163,0.54406,0.56915,0.38238,0.67761,0.51322,0.52388,0.34572,1.93601,3.8079,2.88423,1.89037,0.000825055,0.000825055,0.000825055
132,1596.84,0.85358,1.5883,0.84587,0.93933,0.64267,0.58773,0.57967,0.40124,0.58422,0.5369,0.51167,0.35921,1.90843,3.48507,2.76268,1.84311,0.000822855,0.000822855,0.000822855
133,1608.74,0.86327,1.62559,0.87684,0.94806,0.64219,0.55705,0.54713,0.36131,0.59708,0.51374,0.48383,0.3251,1.95143,3.65297,2.69865,1.8733,0.000820655,0.000820655,0.000820655
134,1620.78,0.85655,1.59771,0.8734,0.94632,0.66398,0.53736,0.58887,0.39977,0.58257,0.48951,0.49993,0.34226,1.883,3.63161,2.73856,1.80239,0.000818456,0.000818456,0.000818456
135,1634.1,0.8457,1.57674,0.82303,0.92818,0.65656,0.54787,0.57899,0.4033,0.62485,0.53003,0.54779,0.35583,1.84538,3.49302,2.73011,1.76234,0.000816256,0.000816256,0.000816256
136,1645.06,0.83515,1.57073,0.81777,0.9229,0.71208,0.51783,0.60152,0.4042,0.63452,0.47073,0.53662,0.34664,1.90672,4.07364,2.57529,1.89064,0.000814057,0.000814057,0.000814057
137,1655.87,0.81832,1.47109,0.79087,0.92402,0.65769,0.55319,0.59779,0.38506,0.57996,0.49915,0.53042,0.32291,2.00288,4.28433,2.67851,1.94302,0.000811857,0.000811857,0.000811857
138,1668.98,0.79998,1.47331,0.78334,0.91728,0.5557,0.63873,0.58618,0.38889,0.51697,0.57799,0.51968,0.33525,1.92929,3.90612,2.54584,1.88735,0.000809658,0.000809658,0.000809658
139,1679.72,0.82017,1.52534,0.8181,0.91954,0.60607,0.61021,0.60596,0.42163,0.61393,0.59063,0.57716,0.37958,1.8701,3.57483,2.51646,1.80754,0.000807458,0.000807458,0.000807458
140,1693.2,0.80511,1.49042,0.79542,0.91453,0.66169,0.58781,0.60537,0.41815,0.62016,0.54622,0.5307,0.36343,1.92963,3.67345,2.66134,1.83218,0.000805258,0.000805258,0.000805258
141,1705.94,0.82938,1.60186,0.83993,0.93721,0.59983,0.55861,0.59128,0.40215,0.54994,0.50187,0.5059,0.34429,1.90738,4.04981,2.54252,1.83142,0.000803059,0.000803059,0.000803059
142,1719.5,0.80332,1.5109,0.8028,0.91186,0.6917,0.48517,0.5889,0.36521,0.62446,0.44339,0.50504,0.31096,1.96567,3.85495,2.50464,1.89966,0.000800859,0.000800859,0.000800859
143,1732,0.82584,1.53352,0.84252,0.93898,0.68661,0.51111,0.54921,0.36645,0.59649,0.44344,0.48351,0.31474,1.98056,3.81602,2.96788,1.91695,0.00079866,0.00079866,0.00079866
144,1745.67,0.79141,1.46644,0.79344,0.92155,0.73915,0.55482,0.60749,0.40616,0.67084,0.51344,0.54694,0.34857,1.98343,4.13088,2.49676,1.89731,0.00079646,0.00079646,0.00079646
145,1757.11,0.80162,1.50648,0.81063,0.91409,0.65319,0.60024,0.59939,0.39243,0.68019,0.49163,0.52059,0.32972,1.93487,4.1424,2.52518,1.8352,0.00079426,0.00079426,0.00079426
146,1771.32,0.81853,1.48371,0.79843,0.91726,0.51403,0.64797,0.55656,0.36765,0.58779,0.47102,0.47586,0.30293,1.86484,3.79799,2.59947,1.78969,0.000792061,0.000792061,0.000792061
147,1782.68,0.78178,1.44364,0.78106,0.90795,0.64572,0.57242,0.5957,0.41848,0.64723,0.49748,0.54206,0.36324,1.85766,3.70184,2.55267,1.77948,0.000789861,0.000789861,0.000789861
148,1794.3,0.82469,1.52481,0.83188,0.91813,0.63359,0.52698,0.56886,0.3843,0.56345,0.46853,0.48728,0.31609,1.89807,4.01611,2.56461,1.81961,0.000787662,0.000787662,0.000787662
149,1806.8,0.78515,1.45203,0.78833,0.90416,0.72589,0.55839,0.62441,0.40928,0.65675,0.51435,0.56438,0.35678,1.86717,3.95019,2.51467,1.75005,0.000785462,0.000785462,0.000785462
150,1818.52,0.83449,1.55604,0.80001,0.92103,0.69214,0.57257,0.60684,0.41697,0.71953,0.52154,0.54724,0.35949,1.90092,3.84304,2.51271,1.79629,0.000783263,0.000783263,0.000783263
151,1830.37,0.81096,1.53356,0.7956,0.91535,0.69877,0.56999,0.61593,0.41182,0.6784,0.54673,0.57218,0.36555,1.89407,3.58192,2.50574,1.82349,0.000781063,0.000781063,0.000781063
152,1843.78,0.80635,1.49033,0.77663,0.91522,0.68613,0.54349,0.59129,0.38181,0.61712,0.47785,0.51034,0.32737,1.8682,4.04916,2.50605,1.89117,0.000778863,0.000778863,0.000778863
153,1856.32,0.78777,1.45517,0.78996,0.90231,0.59336,0.60516,0.58991,0.38663,0.51959,0.55052,0.51384,0.33732,2.01641,4.07273,2.65666,1.95348,0.000776664,0.000776664,0.000776664
154,1869.84,0.80283,1.48007,0.77285,0.92012,0.70954,0.6372,0.62761,0.41651,0.61129,0.55995,0.53781,0.35644,1.82055,3.81066,2.51797,1.77357,0.000774464,0.000774464,0.000774464
155,1881.97,0.77439,1.43054,0.75985,0.89813,0.58936,0.60005,0.5875,0.39201,0.54068,0.55418,0.52242,0.32862,1.92031,3.98805,2.67131,1.85094,0.000772265,0.000772265,0.000772265
156,1893.95,0.78821,1.51974,0.77285,0.90847,0.53655,0.61333,0.57494,0.37423,0.5054,0.57328,0.53421,0.32533,1.94461,3.73623,2.74112,1.9216,0.000770065,0.000770065,0.000770065
157,1905.75,0.80491,1.45681,0.78664,0.90588,0.52426,0.58317,0.556,0.36567,0.49823,0.53571,0.49767,0.32838,1.94115,3.83303,2.75272,1.92686,0.000767866,0.000767866,0.000767866
158,1916.42,0.79701,1.45944,0.78299,0.90403,0.59616,0.51744,0.56362,0.37088,0.59888,0.47785,0.52869,0.33989,1.92925,3.74146,2.73121,1.79652,0.000765666,0.000765666,0.000765666
159,1927.29,0.76891,1.42531,0.73388,0.89697,0.60936,0.60702,0.57785,0.38025,0.56289,0.55123,0.51051,0.31592,1.94497,3.86601,2.4836,1.87665,0.000763466,0.000763466,0.000763466
160,1938.64,0.7878,1.49819,0.78844,0.90987,0.6619,0.53263,0.57122,0.37402,0.58172,0.45683,0.48566,0.31625,1.92109,3.84785,2.74752,1.81988,0.000761267,0.000761267,0.000761267
161,1950.05,0.79165,1.40665,0.76106,0.91956,0.70658,0.55445,0.59578,0.38826,0.65394,0.50225,0.52708,0.33864,1.95246,3.79775,2.61652,1.87001,0.000759067,0.000759067,0.000759067
162,1964.09,0.7717,1.42945,0.74217,0.89615,0.72192,0.57917,0.62936,0.41928,0.64184,0.54967,0.55679,0.35477,1.87685,3.89801,2.4138,1.80615,0.000756868,0.000756868,0.000756868
163,1976.73,0.75167,1.37313,0.73005,0.89336,0.68512,0.58447,0.62685,0.41335,0.66172,0.51831,0.53788,0.33592,1.86192,3.91908,2.62438,1.7732,0.000754668,0.000754668,0.000754668
164,1989.01,0.75774,1.38973,0.73619,0.89819,0.6163,0.62561,0.61738,0.41265,0.56044,0.56192,0.55153,0.35802,1.88674,3.69958,2.74835,1.77026,0.000752468,0.000752468,0.000752468
165,2002.07,0.77745,1.47758,0.76899,0.89879,0.65027,0.5877,0.58428,0.3667,0.57715,0.52898,0.48321,0.31051,1.86649,4.34159,2.65851,1.79003,0.000750269,0.000750269,0.000750269
166,2014.03,0.7318,1.38012,0.7254,0.8854,0.73734,0.61468,0.61247,0.41017,0.64855,0.55967,0.54459,0.36049,1.92053,4.08009,2.68419,1.83881,0.000748069,0.000748069,0.000748069
167,2024.85,0.76529,1.40706,0.72171,0.90016,0.651,0.62337,0.61633,0.41515,0.67656,0.54847,0.56772,0.36465,1.93743,3.99822,2.6041,1.81295,0.00074587,0.00074587,0.00074587
168,2035.85,0.78765,1.42118,0.76033,0.9049,0.61528,0.61658,0.59814,0.39718,0.5885,0.53514,0.51285,0.3317,1.92194,4.12188,2.90952,1.87009,0.00074367,0.00074367,0.00074367
169,2046.97,0.76421,1.38715,0.75079,0.89614,0.66563,0.54362,0.60502,0.40541,0.66473,0.48908,0.53905,0.34789,1.84017,3.53341,2.62559,1.80599,0.000741471,0.000741471,0.000741471
170,2057.89,0.76947,1.42484,0.75604,0.89347,0.64249,0.54319,0.59959,0.40737,0.60325,0.51144,0.55153,0.36571,1.84727,3.85681,2.69255,1.76033,0.000739271,0.000739271,0.000739271
171,2068.99,0.74928,1.39648,0.71997,0.88928,0.61147,0.61777,0.62378,0.4208,0.56836,0.57985,0.55087,0.36809,1.87126,4.21976,2.68714,1.75566,0.000737071,0.000737071,0.000737071
172,2080.13,0.77354,1.42348,0.76131,0.89511,0.69293,0.54011,0.61873,0.40203,0.62217,0.4719,0.52301,0.35302,1.88909,3.84787,2.64238,1.78155,0.000734872,0.000734872,0.000734872
173,2091.66,0.79796,1.46317,0.78259,0.89302,0.58206,0.53871,0.59387,0.4196,0.76018,0.47152,0.55917,0.37462,1.84528,3.88292,2.71251,1.73851,0.000732672,0.000732672,0.000732672
174,2103.89,0.77998,1.45612,0.7477,0.90234,0.74963,0.53398,0.59962,0.4113,0.66331,0.47335,0.50907,0.33779,1.87937,4.07478,2.74845,1.82216,0.000730473,0.000730473,0.000730473
175,2115.62,0.74718,1.38809,0.72158,0.88343,0.6492,0.51051,0.54891,0.38955,0.67501,0.46536,0.50251,0.34399,1.79297,3.8856,2.88956,1.70643,0.000728273,0.000728273,0.000728273
176,2126.59,0.76613,1.43419,0.74277,0.89362,0.6747,0.54013,0.59143,0.41355,0.62432,0.50838,0.53247,0.36618,1.87687,4.00765,2.6868,1.79845,0.000726073,0.000726073,0.000726073
177,2137.49,0.74864,1.42378,0.74009,0.90119,0.65703,0.56553,0.59091,0.4076,0.54281,0.57177,0.5553,0.37242,1.82761,3.99068,2.63428,1.77711,0.000723874,0.000723874,0.000723874
178,2154.06,0.73794,1.38167,0.71091,0.89723,0.64008,0.54561,0.55232,0.37482,0.56976,0.48565,0.48151,0.31348,1.91987,4.03465,2.82664,1.84667,0.000721674,0.000721674,0.000721674
179,2164.92,0.74916,1.41077,0.7122,0.89335,0.627,0.59153,0.59557,0.39901,0.55487,0.53086,0.53551,0.35513,1.86669,3.89082,2.52086,1.78109,0.000719475,0.000719475,0.000719475
180,2175.88,0.77449,1.42102,0.72955,0.9015,0.67483,0.55878,0.57246,0.40395,0.6298,0.52437,0.53844,0.35238,1.8334,3.7009,2.78683,1.7223,0.000717275,0.000717275,0.000717275
181,2186.86,0.75519,1.39024,0.73184,0.89764,0.71781,0.51406,0.54957,0.36602,0.62871,0.46933,0.48514,0.32364,1.91187,3.99591,2.75853,1.84351,0.000715076,0.000715076,0.000715076
182,2198.06,0.72521,1.34637,0.69083,0.88873,0.73151,0.50439,0.58126,0.4013,0.67376,0.47121,0.51707,0.34941,1.90602,4.03905,2.71211,1.81925,0.000712876,0.000712876,0.000712876
183,2209.4,0.75675,1.39747,0.72709,0.89717,0.65922,0.48425,0.54079,0.35553,0.59239,0.4343,0.47878,0.32131,1.90981,4.03598,2.82087,1.88786,0.000710676,0.000710676,0.000710676
184,2221.39,0.73474,1.31876,0.67796,0.89341,0.72304,0.50222,0.55222,0.37273,0.67104,0.45593,0.50685,0.32741,1.94882,4.07326,2.57067,1.90841,0.000708477,0.000708477,0.000708477
185,2233.79,0.75942,1.38235,0.701,0.89007,0.66986,0.59637,0.60831,0.42516,0.62794,0.55595,0.56183,0.36292,1.8962,4.19566,2.53837,1.84582,0.000706277,0.000706277,0.000706277
186,2245.04,0.75918,1.34354,0.7053,0.88714,0.67155,0.5903,0.61268,0.40977,0.60173,0.53737,0.54808,0.37305,1.89971,3.86809,2.52836,1.83241,0.000704078,0.000704078,0.000704078
187,2256.21,0.70611,1.27289,0.67069,0.87006,0.72429,0.6017,0.63764,0.42018,0.71199,0.55023,0.57709,0.36169,1.9368,3.85209,2.69092,1.89685,0.000701878,0.000701878,0.000701878
188,2267.22,0.73712,1.38199,0.67445,0.88148,0.62303,0.59224,0.60388,0.40517,0.62902,0.50163,0.53577,0.34108,2.00136,4.12253,2.6666,1.9964,0.000699679,0.000699679,0.000699679
189,2278.15,0.7309,1.3412,0.71786,0.88385,0.67674,0.56718,0.59892,0.39802,0.61818,0.52961,0.53358,0.34251,1.93505,4.16056,2.73274,1.94539,0.000697479,0.000697479,0.000697479
190,2289.49,0.73531,1.33685,0.69531,0.87277,0.67554,0.57701,0.61141,0.42504,0.64624,0.5509,0.56303,0.36526,1.86663,3.90726,2.7827,1.81828,0.000695279,0.000695279,0.000695279
191,2300.7,0.75898,1.36725,0.71126,0.87743,0.75989,0.51949,0.57941,0.3749,0.69671,0.47777,0.51783,0.31286,1.90043,3.96296,2.72338,1.80874,0.00069308,0.00069308,0.00069308
192,2311.88,0.72832,1.35116,0.67477,0.87854,0.70785,0.53518,0.61481,0.40494,0.66334,0.48987,0.55869,0.35971,1.83082,3.68793,2.80545,1.73389,0.00069088,0.00069088,0.00069088
193,2323.18,0.70657,1.33279,0.67978,0.88454,0.55448,0.59994,0.56691,0.38472,0.50478,0.55402,0.51598,0.32165,1.93065,3.90944,2.75583,1.87907,0.000688681,0.000688681,0.000688681
194,2338.42,0.72567,1.3378,0.69152,0.87004,0.6863,0.49732,0.54142,0.35613,0.62753,0.44255,0.48073,0.31908,1.84674,4.00823,2.81184,1.75812,0.000686481,0.000686481,0.000686481
195,2353.32,0.71564,1.31601,0.67573,0.87559,0.54257,0.4943,0.50726,0.3684,0.6398,0.41828,0.47765,0.32235,1.86561,4.13038,3.01807,1.73399,0.000684281,0.000684281,0.000684281
196,2366.72,0.71151,1.30986,0.67754,0.87647,0.6058,0.5044,0.54702,0.37811,0.56443,0.46136,0.48513,0.3259,1.87188,4.04622,3.08648,1.8013,0.000682082,0.000682082,0.000682082
197,2377.96,0.73771,1.36397,0.695,0.88661,0.62838,0.53327,0.54136,0.37524,0.61102,0.45136,0.47342,0.32338,1.90073,3.91957,2.77116,1.79275,0.000679882,0.000679882,0.000679882
198,2389.04,0.7513,1.34153,0.6947,0.8883,0.59837,0.58521,0.5676,0.37892,0.51597,0.50527,0.48302,0.33483,2.00683,4.16094,2.79471,1.90094,0.000677683,0.000677683,0.000677683
199,2400.23,0.73462,1.3135,0.68006,0.88667,0.70476,0.52144,0.57514,0.38965,0.64914,0.48142,0.5207,0.34459,1.98202,3.82078,2.86098,1.85528,0.000675483,0.000675483,0.000675483
200,2411.18,0.73974,1.3419,0.6777,0.87436,0.68333,0.53432,0.5816,0.37644,0.62951,0.479,0.52028,0.33303,2.01034,4.00645,2.75685,1.89385,0.000673284,0.000673284,0.000673284
201,2424.29,0.71565,1.29945,0.65717,0.86076,0.64362,0.51762,0.55933,0.38129,0.65911,0.45566,0.50442,0.32683,2.02468,4.4821,2.72875,2.00989,0.000671084,0.000671084,0.000671084
202,2436.73,0.71659,1.2598,0.64846,0.86268,0.63149,0.54875,0.58023,0.39485,0.57523,0.50458,0.50958,0.34959,1.86701,4.09904,2.75302,1.82177,0.000668884,0.000668884,0.000668884
203,2448.53,0.71662,1.31711,0.66597,0.86643,0.63787,0.57172,0.60687,0.41446,0.69784,0.4602,0.52857,0.36858,1.89915,3.9324,2.63171,1.85073,0.000666685,0.000666685,0.000666685
204,2460.07,0.71816,1.30093,0.67305,0.86716,0.71977,0.60331,0.62716,0.42597,0.63554,0.53163,0.54267,0.38242,1.86753,3.95384,2.65492,1.81778,0.000664485,0.000664485,0.000664485
205,2474.1,0.73093,1.31754,0.6945,0.88335,0.67584,0.57032,0.58394,0.39228,0.59732,0.51104,0.51516,0.35365,1.8993,3.94141,2.77962,1.84145,0.000662286,0.000662286,0.000662286
206,2488.61,0.69323,1.31539,0.66127,0.86657,0.6706,0.5787,0.57212,0.39116,0.65927,0.52554,0.517,0.34504,1.87689,3.97705,3.0034,1.80523,0.000660086,0.000660086,0.000660086
207,2500.21,0.71213,1.2927,0.66863,0.86956,0.64788,0.55868,0.53293,0.37634,0.65666,0.4865,0.47742,0.32479,1.90107,4.09568,2.76564,1.8018,0.000657887,0.000657887,0.000657887
208,2512.36,0.7122,1.32665,0.68719,0.87141,0.61499,0.54366,0.52997,0.37071,0.56085,0.49809,0.47476,0.32105,1.90649,4.02206,2.75827,1.8204,0.000655687,0.000655687,0.000655687
209,2528.83,0.72959,1.31743,0.68128,0.88302,0.75211,0.50836,0.56148,0.36409,0.68209,0.45739,0.48307,0.31699,1.96619,3.75709,2.7593,1.90309,0.000653487,0.000653487,0.000653487
210,2542.26,0.70525,1.30491,0.67414,0.86743,0.59668,0.5866,0.57082,0.36923,0.54809,0.54833,0.51282,0.33196,1.97783,3.84892,2.64592,1.92365,0.000651288,0.000651288,0.000651288
211,2553.77,0.70256,1.30622,0.63822,0.87299,0.61688,0.60381,0.57202,0.37098,0.55951,0.54283,0.504,0.32354,1.91,4.27032,2.71571,1.85449,0.000649088,0.000649088,0.000649088
212,2564.67,0.70801,1.31429,0.66718,0.86202,0.58595,0.53414,0.52304,0.3556,0.52116,0.49044,0.48165,0.31637,1.96257,4.18479,3.03624,1.8637,0.000646889,0.000646889,0.000646889
213,2577.12,0.7101,1.30713,0.68497,0.87544,0.63156,0.60366,0.60389,0.39155,0.5525,0.52786,0.50857,0.3481,1.87977,4.08424,2.81911,1.8105,0.000644689,0.000644689,0.000644689
214,2591.27,0.6735,1.27435,0.67465,0.84956,0.54133,0.59555,0.53934,0.36102,0.51072,0.55926,0.48591,0.32002,1.97722,4.18244,2.82468,1.893,0.000642489,0.000642489,0.000642489
215,2602.75,0.69601,1.26023,0.65187,0.86347,0.63212,0.49911,0.52518,0.35815,0.58513,0.46177,0.46791,0.30737,1.95602,4.34557,2.81873,1.89552,0.00064029,0.00064029,0.00064029
216,2614.27,0.69216,1.27274,0.6499,0.85292,0.65781,0.53697,0.56125,0.38415,0.57565,0.51579,0.50198,0.33021,1.90173,4.24387,2.86316,1.80912,0.00063809,0.00063809,0.00063809
217,2625.5,0.69714,1.2757,0.66924,0.86759,0.64526,0.5722,0.59123,0.39226,0.63552,0.50163,0.52976,0.34576,1.85155,3.96352,2.79309,1.76694,0.000635891,0.000635891,0.000635891
218,2638.02,0.6722,1.22133,0.63558,0.86021,0.6253,0.61989,0.61026,0.40571,0.55499,0.55248,0.54312,0.34744,1.83367,3.86162,2.60575,1.77347,0.000633691,0.000633691,0.000633691
219,2651.35,0.70708,1.29436,0.64569,0.86349,0.64057,0.61843,0.61135,0.39662,0.56532,0.5544,0.52832,0.34892,1.91325,4.37953,2.5284,1.83689,0.000631492,0.000631492,0.000631492
220,2662.5,0.70379,1.26242,0.65694,0.86001,0.66067,0.52962,0.54794,0.36371,0.59383,0.47592,0.4799,0.31765,1.8595,4.3112,2.88824,1.75887,0.000629292,0.000629292,0.000629292
221,2673.51,0.67644,1.2818,0.63298,0.86078,0.67017,0.56172,0.58223,0.37911,0.56802,0.51608,0.5043,0.32056,1.87739,4.1741,2.895,1.8147,0.000627092,0.000627092,0.000627092
222,2687.96,0.67272,1.21854,0.62765,0.86329,0.64264,0.56328,0.56935,0.38375,0.57949,0.50963,0.49686,0.33218,1.90123,4.24252,3.01165,1.83813,0.000624893,0.000624893,0.000624893
223,2701.81,0.68324,1.23905,0.63975,0.85904,0.66133,0.49954,0.56534,0.38318,0.6205,0.44476,0.49452,0.33467,1.88664,4.03025,2.99218,1.83176,0.000622693,0.000622693,0.000622693
224,2714.72,0.69537,1.2469,0.63394,0.86271,0.69428,0.47542,0.54363,0.37628,0.64714,0.43373,0.4762,0.32004,1.92172,4.04697,2.8821,1.81631,0.000620494,0.000620494,0.000620494
225,2725.86,0.68214,1.23901,0.62046,0.86327,0.62704,0.51795,0.54991,0.37179,0.54079,0.45122,0.47763,0.32853,1.91058,3.93279,2.91806,1.77124,0.000618294,0.000618294,0.000618294
226,2737.18,0.67842,1.23738,0.61723,0.85341,0.68903,0.51252,0.57378,0.40093,0.69294,0.45821,0.51548,0.35129,1.86661,3.90085,2.89866,1.76282,0.000616094,0.000616094,0.000616094
227,2748.23,0.68816,1.22475,0.60946,0.86047,0.6401,0.57268,0.57471,0.38738,0.59512,0.53383,0.51306,0.34456,1.86329,4.07081,2.72908,1.78715,0.000613895,0.000613895,0.000613895
228,2759.41,0.71214,1.23809,0.65847,0.86933,0.71277,0.53283,0.56919,0.37328,0.67304,0.4628,0.49667,0.31995,1.86459,4.05999,2.88515,1.77892,0.000611695,0.000611695,0.000611695
229,2773.77,0.67171,1.24657,0.60236,0.86282,0.71093,0.5576,0.58814,0.38795,0.62843,0.49115,0.5061,0.33238,1.77324,4.13936,2.88832,1.71827,0.000609496,0.000609496,0.000609496
230,2788.48,0.69832,1.24212,0.62914,0.87178,0.7525,0.54864,0.56013,0.36273,0.63743,0.51483,0.48835,0.32266,1.83139,4.08575,2.98966,1.77858,0.000607296,0.000607296,0.000607296
231,2799.41,0.67943,1.27447,0.62655,0.8552,0.70364,0.52805,0.56754,0.38398,0.54088,0.4915,0.49133,0.33077,1.89954,4.21982,3.14977,1.84489,0.000605097,0.000605097,0.000605097
232,2810.52,0.656,1.17595,0.60645,0.85297,0.62479,0.56748,0.58519,0.40219,0.6221,0.46693,0.50369,0.33822,1.92208,4.31677,2.74759,1.84658,0.000602897,0.000602897,0.000602897
233,2826.46,0.65941,1.22,0.61967,0.85657,0.56918,0.54852,0.56066,0.38744,0.50587,0.50201,0.49521,0.34544,1.93562,4.05071,2.81445,1.85473,0.000600697,0.000600697,0.000600697
234,2841.34,0.67887,1.20364,0.62087,0.85502,0.60726,0.53991,0.58566,0.40972,0.54146,0.47073,0.51798,0.36392,1.86401,4.02544,2.91537,1.78658,0.000598498,0.000598498,0.000598498
235,2857.6,0.64796,1.23457,0.61576,0.8438,0.65152,0.52853,0.58546,0.41606,0.64,0.49757,0.55075,0.369,1.89068,3.89189,2.80234,1.81579,0.000596298,0.000596298,0.000596298
236,2870.59,0.66953,1.24285,0.62307,0.85708,0.68586,0.51955,0.59141,0.39081,0.65374,0.47539,0.5152,0.33744,1.87825,4.19919,2.91803,1.85242,0.000594099,0.000594099,0.000594099
237,2882.97,0.66349,1.24571,0.61286,0.84635,0.63725,0.52988,0.59653,0.40822,0.59192,0.47955,0.53761,0.36121,1.86671,3.94426,2.83665,1.79689,0.000591899,0.000591899,0.000591899
238,2897.36,0.6489,1.19968,0.59789,0.84796,0.62738,0.58415,0.57827,0.39973,0.56171,0.55069,0.53092,0.35001,1.85799,4.00798,2.87721,1.7779,0.0005897,0.0005897,0.0005897
239,2910.28,0.68496,1.2675,0.63828,0.85675,0.67065,0.55636,0.56269,0.39231,0.62853,0.51017,0.52374,0.34215,1.87741,3.97066,2.84689,1.81656,0.0005875,0.0005875,0.0005875
240,2926.03,0.64257,1.20406,0.59968,0.8441,0.61208,0.58244,0.58471,0.37959,0.60805,0.518,0.51967,0.33381,1.85261,4.05545,2.74961,1.76767,0.0005853,0.0005853,0.0005853
241,2939.53,0.66774,1.21813,0.61288,0.84955,0.67362,0.57055,0.58247,0.38607,0.64508,0.49127,0.49871,0.33465,1.82485,4.0183,2.77454,1.79123,0.000583101,0.000583101,0.000583101
242,2950.97,0.67554,1.21968,0.62242,0.85672,0.60998,0.53808,0.57819,0.37637,0.68152,0.41904,0.49328,0.33324,1.83006,4.09692,2.82926,1.89963,0.000580901,0.000580901,0.000580901
243,2965.26,0.65131,1.22818,0.60647,0.84872,0.67695,0.5592,0.59203,0.39591,0.59426,0.48732,0.5136,0.3404,1.8437,4.33822,2.57574,1.87398,0.000578702,0.000578702,0.000578702
244,2977.2,0.65417,1.21066,0.5978,0.86258,0.69856,0.54105,0.58298,0.37319,0.61302,0.45102,0.47311,0.31236,2.01735,4.66814,2.68414,2.00623,0.000576502,0.000576502,0.000576502
245,2990.97,0.65835,1.22518,0.60347,0.85906,0.62121,0.51732,0.56279,0.39603,0.57211,0.49526,0.4905,0.33268,1.96238,4.33538,2.98602,1.85504,0.000574302,0.000574302,0.000574302
246,3004.08,0.65939,1.22234,0.61818,0.8527,0.61657,0.54081,0.57078,0.39413,0.56754,0.49955,0.50499,0.34907,1.88419,3.98286,2.86541,1.78258,0.000572103,0.000572103,0.000572103
247,3016.38,0.67055,1.21117,0.62071,0.84976,0.66555,0.55778,0.55442,0.39657,0.63724,0.52482,0.5201,0.3427,1.88514,4.08237,2.93276,1.81449,0.000569903,0.000569903,0.000569903
248,3028.56,0.6632,1.20785,0.61099,0.84893,0.67667,0.5824,0.58384,0.39778,0.6223,0.53985,0.52988,0.34093,1.98346,4.18812,2.95376,1.95139,0.000567704,0.000567704,0.000567704
249,3044.47,0.66993,1.26186,0.61727,0.85216,0.66869,0.58714,0.57565,0.37403,0.58004,0.50828,0.49,0.31372,1.85147,4.26923,2.97511,1.85413,0.000565504,0.000565504,0.000565504
250,3058.35,0.6791,1.22364,0.62536,0.85329,0.62837,0.59389,0.5886,0.3896,0.64353,0.48268,0.52125,0.34279,1.85142,4.1588,2.79382,1.82674,0.000563305,0.000563305,0.000563305
251,3074.67,0.64513,1.16692,0.59759,0.85417,0.58561,0.6262,0.60384,0.40312,0.50555,0.55494,0.52746,0.36097,1.93079,4.16556,2.82322,1.91035,0.000561105,0.000561105,0.000561105
252,3091.38,0.66879,1.19628,0.59565,0.85721,0.57942,0.53705,0.58168,0.38847,0.52544,0.48382,0.5117,0.3556,1.84082,4.08728,2.86296,1.8285,0.000558905,0.000558905,0.000558905
253,3105.06,0.66419,1.22244,0.58655,0.85579,0.68466,0.58772,0.6178,0.40397,0.60389,0.5212,0.5324,0.35281,1.91619,4.04651,2.94251,1.88598,0.000556706,0.000556706,0.000556706
